sor_id;navn;type;sygehus;shak;vej;postnr;by;region
1621121000016002;(Ikke i brug) RF. Klin.Traum.Flygtninge, VO;Afsnit;Midt- og Vestsjællands Hospital;;Færgegaardsvej 15;4760;Vordingborg;Sjælland
1621131000016000;(Ikke i brug) RF. Klinik for ADHD, KØ;Afsnit;Midt- og Vestsjællands Hospital;;Sygehusvej 25;4600;Køge;Sjælland
1621141000016007;(Ikke i brug) RF. Klinik PTSD, SL;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 6;4200;Slagelse;Sjælland
1621151000016005;(Ikke i brug) RF. Oligofreni, SL;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 6;4200;Slagelse;Sjælland
1621161000016008;(Ikke i brug) RF. Rådgivning, KØ;Afsnit;Midt- og Vestsjællands Hospital;;Havnevej 7;4000;Roskilde;Sjælland
1621171000016003;(Ikke i brug) RF. Sexologi, RO;Afsnit;Midt- og Vestsjællands Hospital;;Havnevej 5;4000;Roskilde;Sjælland
1621181000016001;(Ikke i brug) RF. Skizofreni, RO;Afsnit;Midt- og Vestsjællands Hospital;;Smedegade 16;4000;Roskilde;Sjælland
1621191000016004;(Ikke i brug) RF. Spiseforstyrr., Voksne, RO;Afsnit;Midt- og Vestsjællands Hospital;;Havnevej 5;4000;Roskilde;Sjælland
1621201000016002;(Ikke i brug) RF.Udr.Udvik.forstyr.Voksne,KØ;Afsnit;Midt- og Vestsjællands Hospital;;Sygehusvej 25;4600;Køge;Sjælland
1621211000016000;(Ikke i brug) Ringsted Prøvetagning, SLA;Afsnit;Midt- og Vestsjællands Hospital;;Nørregade 50A;4100;Ringsted;Sjælland
1621221000016009;(Ikke i brug) Sikringssengeafs. 13, SL;Afsnit;Midt- og Vestsjællands Hospital;;Grønningen 15;4200;Slagelse;Sjælland
1621231000016006;(Ikke i brug) Sikringssengeafs. 14, SL;Afsnit;Midt- og Vestsjællands Hospital;;Grønningen 15;4200;Slagelse;Sjælland
1621241000016004;(Ikke i brug) Sikringssengeafs. 15, SL;Afsnit;Midt- og Vestsjællands Hospital;;Grønningen 15;4200;Slagelse;Sjælland
1621251000016001;(Ikke i brug) Sikringssengeafs. 16, SL;Afsnit;Midt- og Vestsjællands Hospital;;Grønningen 15;4200;Slagelse;Sjælland
1621261000016003;(Ikke i brug) Skadestue, Næstved;Afsnit;Midt- og Vestsjællands Hospital;;Ringstedgade 61;4700;Næstved;Sjælland
1621271000016008;(Ikke i brug) Smerteklinik, NAE;Afsnit;Midt- og Vestsjællands Hospital;;Ringstedgade 61;4700;Næstved;Sjælland
1621281000016005;(Ikke i brug) Spiseforstyrr. Sengeafs. 2, RO;Afsnit;Midt- og Vestsjællands Hospital;;Smedegade 16;4000;Roskilde;Sjælland
1621291000016007;(Ikke i brug) Trombose- og Hæmostase Amb, NAE;Afsnit;Midt- og Vestsjællands Hospital;;Ringstedgade 39;4700;Næstved;Sjælland
1621301000016006;(Ikke i brug) Ungdomspsyk. Efteramb.,RO;Afsnit;Midt- og Vestsjællands Hospital;;Smedegade 16;4000;Roskilde;Sjælland
1621311000016008;(Ikke i brug) Ungdomspsyk. Sengeafs. 1, RO;Afsnit;Midt- og Vestsjællands Hospital;;Smedegade 16;4000;Roskilde;Sjælland
1621341000016009;Kindly Care Köpenhamn;psykiatrienhed;Kindly Care Köpenhamn;;Vesterbrogade 74;1620;København V;Hovedstaden
1621491000016008;Alb Akutambulatorium for Øjensygdomme, Hospitalsbyen;Afsnit;Aalborg Universitetshospital;;Selma Lagerløfs Vej 347;9260;Gistrup;Nordjylland
1621851000016000;(Ikke i brug) KOE Klinisk Farmakologi - Overafdeling;Overafdeling;Region Sjællands Sygehusvæsen;;Lykkebækvej 1;4600;Køge;Sjælland
1621861000016002;(Ikke i brug) KOE Klin. Farmakologisk Amb.;Afdeling;Region Sjællands Sygehusvæsen;;Lykkebækvej 1;4600;Køge;Sjælland
1621871000016007;(Ikke i brug) Klin. Farmakologisk Amb., KOE;Afsnit;Region Sjællands Sygehusvæsen;;Lykkebækvej 1;4600;Køge;Sjælland
1621941000016005;Team for OCD og Angst - RHG;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1621951000016008;Psykiatrisk Klinik 3 - RHG;Afdeling;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1621961000016006;Team for Selvskade og Botilbud - RHG;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1621971000016001;Psykiatrisk Mobilteam – Gødstrup;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1621981000016004;Psykiatrisk Mobilteam – Holstebro;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1621991000016002;Team for Selvmordsforebyggelse - RHG;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1622001000016004;Psykiatrisk Klinik for ECT og TMS - RHG;Afdeling;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1622011000016002;Team for ECT og TMS - RHG;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1622021000016006;(Ikke i brug) HOL Lungemedicin - Overafdeling;Overafdeling;Holbæk Hospital;;Smedelundsgade 60;4300;Holbæk;Sjælland
1622031000016008;(Ikke i brug) HOL Med. Gastroenterologi - Overafdeling;Overafdeling;Holbæk Hospital;;Smedelundsgade 60;4300;Holbæk;Sjælland
1622041000016001;(Ikke i brug) HOL Lungemedicinsk Amb.;Afdeling;Holbæk Hospital;;Smedelundsgade 60;4300;Holbæk;Sjælland
1622051000016003;(Ikke i brug) HOL Med. Gastro./Hepatol. Amb.;Afdeling;Holbæk Hospital;;Smedelundsgade 60;4300;Holbæk;Sjælland
1622061000016000;(Ikke i brug) Lungemedicinsk Amb., HOL;Afsnit;Holbæk Hospital;;Birkevænget 14;4300;Holbæk;Sjælland
1622071000016005;(Ikke i brug) Med. Gastro. Amb., HOL;Afsnit;Holbæk Hospital;;Akacievej 21;4300;Holbæk;Sjælland
1622081000016007;(Ikke i brug) Med. Obs. Sengeafs. 1, HOL;Afsnit;Holbæk Hospital;;Smedelundsgade 60;4300;Holbæk;Sjælland
1622091000016009;(Ikke i brug) Medicin 2. Amb., HOL;Afsnit;Holbæk Hospital;;Akacievej 21;4300;Holbæk;Sjælland
1622101000016003;(Ikke i brug) Medicinsk Amb., HOL;Afsnit;Holbæk Hospital;;Gl Ringstedvej 2;4300;Holbæk;Sjælland
1622111000016001;(Ikke i brug) Medicinsk Amb., Kalundborg;Afsnit;Holbæk Hospital;;Nørre Alle 31;4400;Kalundborg;Sjælland
1622131000016007;OUH Data og Metode (Odense);Afsnit;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
1622141000016000;OUH IT- og projektkoordinering (Odense);Afsnit;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
1622151000016002;(Ikke i brug) HOL Dialyse Amb., Næstved;Afdeling;Holbæk Hospital;;Ringstedgade 61;4700;Næstved;Sjælland
1622161000016004;(Ikke i brug) Dialyseafsnit, Næstved;Afsnit;Holbæk Hospital;;Ringstedgade 39;4700;Næstved;Sjælland
1622171000016009;(Ikke i brug) SLA Lungemedicinsk Amb.;Afdeling;Midt- og Vestsjællands Hospital;;Fælledvej 7;4200;Slagelse;Sjælland
1622181000016006;(Ikke i brug) SLA Ortopædkirurgisk Afd.;Afdeling;Midt- og Vestsjællands Hospital;;Fælledvej 13;4200;Slagelse;Sjælland
1622191000016008;(Ikke i brug) SLA Reum. Rygcenter Amb. Nyk.F.;Afdeling;Midt- og Vestsjællands Hospital;;Strandboulevarden 66;4800;Nykøbing F;Sjælland
1622201000016005;(Ikke i brug) Anæstesi Endoskopi Amb., NAE;Afsnit;Midt- og Vestsjællands Hospital;;Ringstedgade 61A;4700;Næstved;Sjælland
1622211000016007;(Ikke i brug) Bronkoskopi Amb., SLA;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 7;4200;Slagelse;Sjælland
1622221000016003;(Ikke i brug) Lungemed. Amb. , Sla;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 7;4200;Slagelse;Sjælland
1622231000016001;(Ikke i brug) Obst. Fødemodt. Vugger, SLA;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 13;4200;Slagelse;Sjælland
1622241000016008;(Ikke i brug) O-kir. Sengeafs., SLA;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 13;4200;Slagelse;Sjælland
1622251000016006;(Ikke i brug) Ortopædkir. Op-Afsnit, SLA;Afsnit;Midt- og Vestsjællands Hospital;;Ingemannsvej 46;4200;Slagelse;Sjælland
1622261000016009;(Ikke i brug) Reum. Amb. Rygcenter, NFS;Afsnit;Midt- og Vestsjællands Hospital;;Strandboulevarden 66;4800;Nykøbing F;Sjælland
1622271000016004;(Ikke i brug) RF. Klinik Ældre, RO;Afsnit;Midt- og Vestsjællands Hospital;;Havnevej 7;4000;Roskilde;Sjælland
1622601000016007;Psykoterapeut/Jordemoder Ria Lund;jordemoderklinik;Psykoterapeut/Jordemoder Ria Lund;;Vestre Nørremarksvej 3;5762;Vester Skerninge;Syddanmark
1623711000016008;Maria Nonbo - Jordemoder, Akupunktur og Gravidmassage;jordemoderklinik;Maria Nonbo - Jordemoder, Akupunktur og Gravidmassage;;Ortenvej 17;6800;Varde;Syddanmark
1624181000016004;Klinik for Retspsykiatri Silkeborg – RSI;Afsnit;Hospitalsenhed Midt;;Søndersøparken 1;8800;Viborg;Midtjylland
1624191000016002;Klinik for Rusmiddelpsykiatri Silkeborg - RSI;Afsnit;Hospitalsenhed Midt;;Søndersøparken 1;8800;Viborg;Midtjylland
1624221000016007;Alb Socialrådgiverfunktion;Afsnit;Aalborg Universitetshospital;;Hobrovej 18;9000;Aalborg;Nordjylland
1624231000016009;Alb Akut Sengeafsnit for Børn og Unge;Afsnit;Aalborg Universitetshospital;;Selma Lagerløfs Vej 347;9260;Gistrup;Nordjylland
1624241000016002;Alb Pårørende Samtaler, Sexologisk Center;Afsnit;Aalborg Universitetshospital;;Hobrovej 18;9000;Aalborg;Nordjylland
1624311000016006;Fæceslaboratoriet;Afsnit;Aarhus Universitetshospital;;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
1624331000016000;Alb Sengeafsnit for Spiseforstyrrelser;Afsnit;Aalborg Universitetshospital, Psykiatri;;Hospitalsbyen 7;9260;Gistrup;Nordjylland
1624351000016005;Klinik for FACT;Afdeling;Regionshospitalet Horsens;;Strandpromenaden 35K;8700;Horsens;Midtjylland
1624361000016008;Team for FACT;Afsnit;Regionshospitalet Horsens;;Strandpromenaden 35K;8700;Horsens;Midtjylland
1624371000016003;Alb HBY Nyremedicin, indlagt, Forberedelse og Opvågning;Afsnit;Aalborg Universitetshospital;;Hospitalsbyen 1;9260;Gistrup;Nordjylland
1624381000016001;Alb HBY Amb.område for Nyremedicin, Forbered og Opvågning;Afdeling;Aalborg Universitetshospital;;Hospitalsbyen 1;9260;Gistrup;Nordjylland
1624401000016001;Alb HBY Nyremedicin, ambulant, Forberedelse og Opvågning;Afsnit;Aalborg Universitetshospital;;Hospitalsbyen 1;9260;Gistrup;Nordjylland
1625021000016003;Jordemoder-Mathilde;jordemoderklinik;Jordemoder-Mathilde;;Mølledammen 10A;5320;Agedrup;Syddanmark
1625071000016004;Botilbuddet Fjordlykke;handicap- og psykiatrienhed;Social – Sundhed & Kultur;;Vibedalvej 4;7700;Thisted;Nordjylland
1626051000016004;Alb Visitation til Mave-Tarmkirurgi;Afdeling;Aalborg Universitetshospital;;Hospitalsbyen 1;9260;Gistrup;Nordjylland
1626331000016006;Alb HBY ASA, Mave- og Tarmkirurgi, Forbered og Opvågn;Afsnit;Aalborg Universitetshospital;;Hospitalsbyen 1;9260;Gistrup;Nordjylland
1626361000016003;(Ikke i brug) Kirurgisk Sengeafs. 3, KOE;Afsnit;Sjællands Universitetshospital;;Lykkebækvej 1;4600;Køge;Sjælland
1626371000016008;(Ikke i brug) Med. Limit. Care Amb., Nfs;Afsnit;Sjællands Universitetshospital;;Ejegodvej 65;4800;Nykøbing F;Sjælland
1626641000016006;Velcare Privahospital - København;Afdeling;Velcare privathospital;;Bryggervangen 5;2100;København Ø;Hovedstaden
1626651000016009;Velcare Privahospital - Aalborg;Afdeling;Velcare privathospital;;Fyrkildevej 7;9220;Aalborg Øst;Nordjylland
1627031000016006;FS Afdeling for Ældre og Multisygdom, Klinik;Afdeling;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
1627041000016004;FS Klinik 2, Ældre og Multisygdom;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
1627741000016002;SLB Nær Sundhed;Overafdeling;Sygehus Lillebælt;;Beriderbakken 4;7100;Vejle;Syddanmark
1628151000016004;HI, Afdeling for Mave- og Tarmkirurgi, Hjemmeindlæggelse;Afdeling;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
1628161000016001;HI, Sengeafsnit 2, Mave- og Tarmkirurgi, Hjemmeindlæggelse;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
1628201000016007;Hverdagsrehabilitering;rehabiliteringsenhed;Social, sundhed og omsorg, Ishøj kommune;;Ishøj Store Torv 20;2635;Ishøj;Hovedstaden
1628311000016001;SHS Borgernær Sundhed;Overafdeling;Sygehus Sønderjylland;;Kresten Philipsens Vej 15;6200;Aabenraa;Syddanmark
1628911000016000;Prescriba Psykiatriklinik;psykiatrienhed;Prescriba Psykiatriklinik;;Fiskergade 10;8000;Aarhus C;Midtjylland
1629001000016007;Hillerød Alkoholbehandling, afdeling Trianglen;center for misbrugsbehandling;Hillerød Alkoholbehandling, afdeling Trianglen;;Østerbrogade 62;2100;København Ø;Hovedstaden
1629511000016001;Hjerte-kontakt;jordemoderklinik;Hjerte-kontakt;;Dalgas Avenue 7;8000;Aarhus C;Midtjylland
1629711000016006;SHS Mave-tarmsygdomme Amb. (Tønder);Afsnit;Sygehus Sønderjylland;;Carstensgade 6;6270;Tønder;Syddanmark
1629751000016005;MVH Virtuel - Overafdeling;Overafdeling;Region Sjællands Sygehusvæsen;;Fælledvej 11;4200;Slagelse;Sjælland
1629761000016008;MVH Hjemmeindlæggelse Afd.;Afdeling;Region Sjællands Sygehusvæsen;;Fælledvej 11;4200;Slagelse;Sjælland
1629771000016003;Pæd. Neo Hjemmeindl. afs., SLA;Afsnit;Region Sjællands Sygehusvæsen;;Fælledvej 13;4200;Slagelse;Sjælland
1630001000016000;SHS Udliciterede områder og Informationer;Afdeling;Sygehus Sønderjylland;;Kresten Philipsens Vej 15;6200;Aabenraa;Syddanmark
1630011000016003;SHS Informationen;Afsnit;Sygehus Sønderjylland;;Kresten Philipsens Vej 15;6200;Aabenraa;Syddanmark
1630181000016007;OUH Geriatrisk Afdeling G;Overafdeling;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
1630191000016009;OUH Geriatrisk Ambulatorium G;Afdeling;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
1630201000016006;OUH Geriatrisk Afsnit G;Afdeling;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
1630211000016008;OUH Center for Faldudredning Fyn;Afdeling;Odense Universitetshospital - Svendborg;;Baagøes Alle 15;5700;Svendborg;Syddanmark
1630221000016004;OUH Center for Faldudredning Amb. (Svendborg);Afsnit;Odense Universitetshospital - Svendborg;;Baagøes Alle 15;5700;Svendborg;Syddanmark
1630241000016009;OUH Geriatrisk Afs. G (Odense);Afsnit;Odense Universitetshospital - Svendborg;;Kløvervænget 23;5000;Odense C;Syddanmark
1630251000016007;OUH Geriatrisk Afs. G (Svendborg);Afsnit;Odense Universitetshospital - Svendborg;;Baagøes Alle 31;5700;Svendborg;Syddanmark
1630261000016005;OUH Geriatrisk Amb. (Odense);Afsnit;Odense Universitetshospital - Svendborg;;Kløvervænget 2D;5000;Odense C;Syddanmark
1630271000016000;OUH Geriatrisk Amb. (Svendborg);Afsnit;Odense Universitetshospital - Svendborg;;Baagøes Alle 15;5700;Svendborg;Syddanmark
1630471000016004;jysk akoholafvændin;center for misbrugsbehandling;jysk akoholafvændin;;Boller Slotsvej 28;8700;Horsens;Midtjylland
1630661000016007;Kærbygård;handicap- og psykiatrienhed;Handicap og Psykiatri;;Plantagevej 5A;3700;Rønne;Hovedstaden
1630801000016007;Distriktstræning;genoptræningsenhed;Job og Velfærd;;Kildegade 23;8700;Horsens;Midtjylland
1630991000016006;Far Område for Klinisk Biokemi;Afdeling;Aalborg Universitetshospital;;Højgårdsvej 11;9640;Farsø;Nordjylland
1631001000016005;Far Klinisk Biokemisk Afsnit;Afsnit;Aalborg Universitetshospital;;Højgårdsvej 11;9640;Farsø;Nordjylland
1631381000016000;(Ikke i brug)Psyk. Amb. Tværgående, HO;Afsnit;Region Sjællands Sygehusvæsen;;Rosenvænget 15A;4300;Holbæk;Sjælland
1631391000016003;Klinik for Lungekræftudredning og Medicinsk Diagnostik;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1631421000016007;Regional Værestedsklinik – RHG;Afdeling;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1631431000016009;Regional Værestedsklinik;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1631441000016002;Klinik for Komplekse Senfølger efter Kræft – RHG;Afdeling;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1631451000016004;Klinik for Komplekse Senfølger efter Kræft Gødstrup;Afsnit;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1631471000016006;Regional Ungeklinik – RHG;Afdeling;Regionshospitalet Gødstrup;;Hospitalsparken 15;7400;Herning;Midtjylland
1631491000016005;(Ikke i brug)Psyk. Amb. tværgående, SL;Afsnit;Region Sjællands Sygehusvæsen;;Fælledvej 6;4200;Slagelse;Sjælland
1631501000016001;(Ikke i brug)Psyk. Amb. Tværgående, KØ;Afsnit;Region Sjællands Sygehusvæsen;;Glæisersvej 50;4600;Køge;Sjælland
1631511000016004;(Ikke i brug)Psyk. Amb. Tværgående, VO;Afsnit;Region Sjællands Sygehusvæsen;;Færgegaardsvej 15;4760;Vordingborg;Sjælland
1631521000016008;Retspsykiatri - Sengeafsnit  7 - Viborg;Afsnit;Aarhus Universitetshospital;;Søndersøparken 1;8800;Viborg;Midtjylland
1631531000016005;Retspsykiatri - Sengeafsnit  8 - Viborg;Afsnit;Aarhus Universitetshospital;;Søndersøparken 1;8800;Viborg;Midtjylland
1632301000016003;SVS Borgernær Sundhed;Overafdeling;Esbjerg Sygehus Grindsted Sygehus;;Finsensgade 35;6700;Esbjerg;Syddanmark
1633111000016009;Thi Neurokirurgisk Ambulatorium;Afsnit;Aalborg Universitetshospital;;Højtoftevej 2;7700;Thisted;Nordjylland
1633121000016000;Thi Neurokirurgisk Sengeafsnit;Afsnit;Aalborg Universitetshospital;;Højtoftevej 2;7700;Thisted;Nordjylland
1633131000016003;Alb Nyre- og Urinvejskirurgisk Subakut Ambulatorium;Afsnit;Aalborg Universitetshospital;;Hospitalsbyen 1;9260;Gistrup;Nordjylland
1633191000016002;Charlottenlund Privathospital ApS, Næstved;Afdeling;Charlottenlund Privathospital ApS;;Ringstedgade 11;4700;Næstved;Sjælland
1633201000016000;Charlottenlund Privathospital ApS, Nykøbing Sjælland;Afdeling;Charlottenlund Privathospital ApS;;Grønnehavestræde 1;4500;Nykøbing Sj;Sjælland
1633841000016001;(ikke i brug) Socialmedicinsk Flexklinik Nyk. Sj.;Afsnit;Region Sjællands Sygehusvæsen;;Sygehusvej 5;4500;Nykøbing Sj;Sjælland
1635031000016003;mors mave graviditetsscanning ApS;jordemoderklinik;mors mave graviditetsscanning ApS;;Hobrovej 505;9200;Aalborg SV;Nordjylland
1635061000016006;Genoptræning Sundhed team Sundhedscenter;genoptræningsenhed;Social, Sundhed og Omsorg;;Toldboden 1;8800;Viborg;Midtjylland
1635071000016001;Genoptræning Sundhed team Distrikt;genoptræningsenhed;Social, Sundhed og Omsorg;;N.F.S. Grundtvigs Vej 13;8800;Viborg;Midtjylland
1635451000016001;(Ikke i brug) MVH Virtuel - Overafdeling;Overafdeling;Midt- og Vestsjællands Hospital;;Fælledvej 11;4200;Slagelse;Sjælland
1635461000016003;(Ikke i brug)MVH Hjemmeindlæggelse Afd.;Afdeling;Midt- og Vestsjællands Hospital;;Fælledvej 11;4200;Slagelse;Sjælland
1635471000016008;(Ikke i brug)Psyk. Amb. Tværgående, HO;Afsnit;Midt- og Vestsjællands Hospital;;Rosenvænget 15A;4300;Holbæk;Sjælland
1635481000016005;OUH HjerteLungeKarKirurgisk Amb. (Svendborg);Afsnit;Odense Universitetshospital - Svendborg;;Baagøes Alle 15;5700;Svendborg;Syddanmark
1635491000016007;Hjertesygdomme, Overafdeling;Overafdeling;Regionshospitalet Horsens;;Strandpromenaden 35A;8700;Horsens;Midtjylland
1635501000016003;Klinik for Hjertesygdomme;Afdeling;Regionshospitalet Horsens;;Strandpromenaden 35A;8700;Horsens;Midtjylland
1635511000016001;Hjerteklinik;Afsnit;Regionshospitalet Horsens;;Strandpromenaden 35A;8700;Horsens;Midtjylland
1635521000016005;Akut Hjerteklinik;Afsnit;Regionshospitalet Horsens;;Strandpromenaden 35A;8700;Horsens;Midtjylland
1635531000016007;Hjertemedicinsk Sengeafdeling;Afdeling;Regionshospitalet Horsens;;Strandpromenaden 35A;8700;Horsens;Midtjylland
1635541000016000;Hjertemedicinsk Sengeafsnit;Afsnit;Regionshospitalet Horsens;;Strandpromenaden 35A;8700;Horsens;Midtjylland
1635551000016002;(Ikke i brug)Pæd. Neo Hjemmeindl. afs., SLA;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 11;4200;Slagelse;Sjælland
1635821000016007;Christina Falk;jordemoderklinik;Christina Falk;;Sanggårdvej 1;7500;Holstebro;Midtjylland
1636311000016002;SHS Mave-tarm- og Ældresygdomme Sengeafsnit (Aabenraa);Afdeling;Sygehus Sønderjylland;;Kresten Philipsens Vej 15;6200;Aabenraa;Syddanmark
1636321000016006;SHS Mave-tarm- og Ældresygdomme Sengeafs. A (Aabenraa);Afsnit;Sygehus Sønderjylland;;Kresten Philipsens Vej 15;6200;Aabenraa;Syddanmark
1636501000016006;NOMAE;sundhedscenter;NOMAE;;Palægade 2;1261;København K;Hovedstaden
1636551000016007;GravidBalance;jordemoderklinik;GravidBalance;;Præstholmvej 4;4070;Kirke Hyllinge;Sjælland
1637931000016009;Rusmiddelcenter Næstved;center for misbrugsbehandling;Sundhed og Ældre;;Rådmandsengen 4;4700;Næstved;Sjælland
1637941000016002;(Ikke i brug)Psyk. amb. Tværgående, KØ;Afsnit;Midt- og Vestsjællands Hospital;;Glæisersvej 50;4600;Køge;Sjælland
1637951000016004;(Ikke i brug)Psyk. amb. tværgående, SL;Afsnit;Midt- og Vestsjællands Hospital;;Fælledvej 6;4200;Slagelse;Sjælland
1637991000016005;INDSYN;psykiatrienhed;INDSYN;;Ådalen 26;6600;Vejen;Syddanmark
1638321000016007;Næring og nærvær;sundhedsplejen;Næring og nærvær;;Gimlevej 50;8660;Skanderborg;Midtjylland
1638461000016007;HI Analyse;Afdeling;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
1638471000016002;Laboratorie;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
1638481000016000;Logistik;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
1640381000016006;Team Socialfaglig Støtte;handicap- og psykiatrienhed;Handicap, Socialpsykiatri og Myndighed;;Vilstrupvej 120;6100;Haderslev;Syddanmark
1640481000016003;AHH Blodpropper og Blødn. i Hjernen, forsk, klinik 25F, GLO;Afsnit;Rigshospitalet;;Valdemar Hansens Vej 13;2600;Glostrup;Hovedstaden
1640791000016009;Speciallæge i Psykiatri v/ T.N.;psykiatrienhed;Speciallæge i Psykiatri v/ T.N.;;Foldbyvej 27;2770;Kastrup;Hovedstaden
1642431000016003;Solotilbuddet;handicap- og psykiatrienhed;Social- og Sundhedsdirektør;;Mejerivej 14;9900;Frederikshavn;Nordjylland
1642461000016006;Børne- og Ungehjem Kronborg;handicap- og psykiatrienhed;Børn- og familieforvaltning;;Kronborgvej 56;7700;Thisted;Nordjylland
1642781000016008;(Ikke i brug)Psyk. Amb. Tværgående, VO;Afsnit;Midt- og Vestsjællands Hospital;;Færgegaardsvej 15;4760;Vordingborg;Sjælland
1642901000016003;Komplekse Senfølger efter Kræft;Afdeling;Aarhus Universitetshospital;;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
1643051000016008;Klinik for Komplekse Senfølger efter Kræft;Afsnit;Aarhus Universitetshospital;;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
1643471000016008;STRUT;jordemoderklinik;STRUT;;Plutovænget 32;6710;Esbjerg V;Syddanmark
1643681000016007;(Ikke i brug) Endokrin. Hjemmeindl. Afs., HOL;Afsnit;Holbæk Hospital;;Gl Ringstedvej 2;4300;Holbæk;Sjælland
1643711000016006;(Ikke i brug)GAR Anæstesiologi - Overafdeling;Overafdeling;Midt- og Vestsjællands Hospital;;Ringstedstedgade 61;4700;Næstved;Sjælland
1643721000016002;(Ikke i brug)GAR Garantiklinik - Overafdeling;Overafdeling;Midt- og Vestsjællands Hospital;;Ringstedstedgade 61;4700;Næstved;Sjælland
1643731000016000;(Ikke i brug)GAR Radiologi - Overafdeling;Overafdeling;Midt- og Vestsjællands Hospital;;Ringstedstedgade 61;4700;Næstved;Sjælland
1644021000016002;Hjertesygdomme Sengeafsnit 2 (NY pr. 10.08.26);Afsnit;Aarhus Universitetshospital;;Palle Juul-Jensens Boulevard 77;8200;Aarhus N;Midtjylland
1644051000016005;Hjertesygdomme Sengeafsnit 1 (NY pr. 10.08.26);Afsnit;Aarhus Universitetshospital;;Palle Juul-Jensens Boulevard 77;8200;Aarhus N;Midtjylland
1644451000016003;SVS Sundheds- og omsorgspladser (Billund);Afdeling;Esbjerg Sygehus Grindsted Sygehus;;Sydtoften 100;7200;Grindsted;Syddanmark
1644461000016000;SVS SOP (Billund);Afsnit;Esbjerg Sygehus Grindsted Sygehus;;Sydtoften 100;7200;Grindsted;Syddanmark
1644471000016005;SVS Sundheds- og omsorgspladser (Varde);Afdeling;Esbjerg Sygehus Grindsted Sygehus;;Søndertoften 22;6800;Varde;Syddanmark
1644481000016007;SVS SOP (Varde);Afsnit;Esbjerg Sygehus Grindsted Sygehus;;Søndertoften 22;6800;Varde;Syddanmark
1644491000016009;SVS Sundheds- og omsorgspladser (Fanø);Afdeling;Esbjerg Sygehus Grindsted Sygehus;;Søndre Engvej 2;6720;Fanø;Syddanmark
1644501000016000;SVS SOP (Fanø);Afsnit;Esbjerg Sygehus Grindsted Sygehus;;Søndre Engvej 2;6720;Fanø;Syddanmark
1644511000016003;SVS Sundheds- og omsorgspladser (Esbjerg-Bramming);Afdeling;Esbjerg Sygehus Grindsted Sygehus;;Spangsbjerg Kirkevej 51;6700;Esbjerg;Syddanmark
